SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
ID303 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID304 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID305 2 2 2 222 30 0.3333 0.3333 0.3333 0 0 1
ID306 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID307 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID308 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID309 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID31 1 1 4 114 45 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID310 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID311 1 2 3 123 44 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID312 3 1 3 313 40 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID313 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID314 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID315 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID316 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID317 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID318 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID319 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID32 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID320 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID321 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID322 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID323 3 1 4 314 40 0.3333 0.3333 0.3333 0.0342 0.6325 0.3333
ID324 2 2 2 222 30 0.3333 0.3333 0.3333 0 0 1
ID325 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID326 2 2 2 222 30 0.3333 0.3333 0.3333 0 0 1
ID327 2 2 2 222 30 0.3333 0.3333 0.3333 0 0 1
ID328 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID329 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID33 3 1 3 313 40 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID330 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID331 1 2 3 123 44 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID332 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID333 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID334 1 1 4 114 45 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID335 1 2 3 123 44 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID336 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID337 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID338 3 1 3 313 40 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID339 2 1 2 212 34 0.3333 0.3333 0.3333 1 0 0
ID34 1 1 4 114 45 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID340 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID341 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID342 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID343 2 1 2 212 34 0.3333 0.3333 0.3333 1 0 0
ID344 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID345 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID346 1 1 4 114 45 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID347 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID348 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID349 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID35 3 1 3 313 40 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID350 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID351 3 1 4 314 40 0.3333 0.3333 0.3333 0.0342 0.6325 0.3333
ID352 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID353 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID354 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID355 2 1 2 212 34 0.3333 0.3333 0.3333 1 0 0
ID356 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID357 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID358 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID359 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID36 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID360 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID361 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID362 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID363 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID364 3 1 4 314 40 0.3333 0.3333 0.3333 0.0342 0.6325 0.3333
ID365 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID366 1 2 2 122 40 0.3333 0.3333 0.3333 0 0 1
ID367 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID368 2 2 1 221 26 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID369 3 1 4 314 40 0.3333 0.3333 0.3333 0.0342 0.6325 0.3333
ID37 1 1 2 112 34 0.3333 0.3333 0.3333 1 0 0
ID370 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID371 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID372 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID373 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID374 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID375 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID376 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID377 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID378 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID379 2 2 1 221 26 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID38 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID380 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID381 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID382 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID383 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID384 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID385 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID386 1 1 4 114 45 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID387 1 2 4 124 26 0.3333 0.3333 0.3333 0 0 1
ID388 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID389 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID39 1 2 4 124 26 0.3333 0.3333 0.3333 0 0 1
ID390 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID391 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID392 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID393 1 1 2 112 34 0.3333 0.3333 0.3333 1 0 0
ID394 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID395 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID396 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID397 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID398 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID399 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID4 2 2 3 223 44 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID40 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID400 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID401 1 2 2 122 40 0.3333 0.3333 0.3333 0 0 1
ID402 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID403 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID404 1 2 3 123 44 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID405 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID406 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID407 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID408 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID409 1 2 3 123 44 0.3333 0.3333 0.3333 0.4752 0 0.5248
ID41 2 1 4 214 46 0.3333 0.3333 0.3333 0.5248 0 0.4752
ID410 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID411 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID412 1 1 1 111 47 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID413 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID414 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID415 1 2 4 124 26 0.3333 0.3333 0.3333 0 0 1
ID416 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.4275 0.5725
ID417 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID418 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID419 2 1 2 212 34 0.3333 0.3333 0.3333 1 0 0
ID42 3 1 2 312 41 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID420 2 1 1 211 52 0.3333 0.3333 0.3333 0.5822 0.4178 0
ID421 1 2 2 122 40 0.3333 0.3333 0.3333 0 0 1
